Codigo_Transacao,CPF_Cliente,Nome_Cliente,Data_Transacao,Moeda,Valor_Transacao,Tipo_Transacao,Status_Transacao,Categoria,Banco,Num_Parcelas,Taxa_Servico,Valor_Final
FIN000201,100.703.148-53,Henrique Pinto,2022-11-30,BRL,8231.01,Depósito,Pendente,Viagem,Banco do Brasil,1,140.14,8371.15
FIN000092,814.686.228-70,Henrique Pinto,2022-08-23,BRL,8902.34,Depósito,Aprovada,Viagem,C6 Bank,1,68.84,8971.18
FIN000585,759.558.422-47,Camila Rocha,2023-11-16,BRL,426.8,Saque,Pendente,Tecnologia,BTG,12,229.26331653225807,430.84
FIN000443,520.902.911-61,Vanessa,2023-07-09,BRL,65634.9,Pagamento,Recusada,Vestuário,,24,361.78,65996.68
FIN000610,144.830.606-39,Natalia Correia,,BRL,2689.05,Saque,Aprovada,Tecnologia,XP,12,56.35,2745.4
FIN000281,751.719.806-10,Guilherme Mota,2023-02-11,BRL,19136.19,Depósito,Recusada,Tecnologia,XP,12,141.08,19277.27
FIN000411,791.452.340-81,Leticia Moura,,BRL,72198.39,Depósito,Aprovada,Tecnologia,Banco do Brasil,6,224.98,72423.37
FIN000665,450.718.501-83,Diego Peixoto,2024-01-28,BRL,72198.39,Pagamento,Pendente,Alimentação,Inter,2,172.21,72370.6
FIN000781,567.632.379-58,Rafael Macedo,2024-05-13,BRL,22104.96,Saque,Pendente,Moradia,C6 Bank,2,355.27,22460.23
FIN000569,931.499.585-37,Felipe Andrade,2023-11-02,BRL,13126.98,PIX,Recusada,Tecnologia,BTG,12,119.41,13246.39
FIN000909,184.267.560-98,Amanda Vieira,2024-09-07,BRL,4307.81,Saque,Aprovada,Viagem,BTG,3,57.22,4365.03
FIN000985,385.265.105-23,Beatriz Lopes,2024-11-16,BRL,65634.9,Saque,Pendente,Moradia,BTG,24,172.93,65807.82999999999
FIN000336,436.431.123-67,Marcelo Teixeira,2023-04-03,BRL,72198.39,Transferência,Recusada,Alimentação,C6 Bank,2,191.64,72390.03
FIN000926,115.157.229-29,Leonardo Braga,2024-09-23,BRL,16728.4,Saque,Recusada,Investimento,XP,6,173.22,16901.62
FIN000661,440.898.784-73,Beatriz Lopes,2024-01-25,BRL,19440.9,Depósito,Pendente,Vestuário,C6 Bank,12,137.59,19578.49
FIN000753,751.515.454-46,Marcelo Teixeira,2024-04-18,BRL,23175.59,PIX,Recusada,Alimentação,BTG,2,358.27,23533.86
FIN000507,697.486.749-57,Rafael Macedo,2023-09-06,BRL,12494.24,Depósito,Aprovada,Tecnologia,Inter,24,116.66,12610.9
FIN000798,365.576.326-64,Marcelo Teixeira,2024-05-29,BRL,13797.73,Pagamento,Recusada,Moradia,BTG,2,78.19,13875.92
FIN000805,634.496.732-27,Camila Rocha,2024-06-04,BRL,15254.26,PIX,Pendente,Vestuário,BTG,1,76.7,15330.96
FIN000093,384.763.363-68,Rafael Macedo,2022-08-24,BRL,2631.48,Pagamento,Pendente,Vestuário,BTG,2,39.36,2670.84
FIN000593,109.762.480-49,Rodrigo Farias,,BRL,3709.71,Depósito,Aprovada,Tecnologia,BTG,6,64.8,3774.51
FIN000788,359.556.208-54,Leonardo Braga,2024-05-20,BRL,10825.41,PIX,Aprovada,Vestuário,C6 Bank,24,187.36,11012.77
FIN000784,195.713.129-34,Marcelo Teixeira,,BRL,82699.974,Depósito,Recusada,Tecnologia,Banco do Brasil,1,589.4,83289.374
FIN000916,764.977.122-25,Thiago Cavalcanti,,BRL,10860.54,Depósito,Recusada,Vestuário,Inter,1,180.96,11041.5
FIN000969,149.895.747-32,Leonardo Braga,2024-11-01,BRL,72198.39,Transferência,Recusada,Alimentação,BTG,24,0.44,72198.83
FIN000576,216.750.164-31,Carolina Azevedo,,BRL,17817.43,PIX,Recusada,Vestuário,BTG,6,110.91,17928.34
FIN000574,651.299.100-17,Beatriz Lopes,2023-11-06,BRL,7462.3,Pagamento,Pendente,Tecnologia,BTG,24,121.59,7583.89
FIN000279,361.827.117-17,Felipe Andrade,2023-02-10,BRL,14269.76,Saque,Pendente,Alimentação,C6 Bank,6,99.06,14368.82
FIN000280,443.785.241-55,Rafael Macedo,2023-02-10,BRL,19477.96,PIX,Pendente,Tecnologia,Inter,6,491.39,19969.35
FIN000338,526.978.355-66,Amanda Vieira,,BRL,10669.39,Depósito,Aprovada,Moradia,C6 Bank,24,193.36,10862.75
FIN000228,550.634.401-48,Priscila Gomes,2022-12-25,BRL,9636.72,Pagamento,Recusada,Vestuário,XP,12,212.99,9849.71
FIN000009,582.442.769-48,Isabela Nunes,2022-06-08,BRL,24766.15,Pagamento,Aprovada,Moradia,XP,6,559.55,25325.7
FIN000086,258.745.899-71,Marcelo Teixeira,2022-08-17,BRL,2683.22,PIX,Recusada,Moradia,Inter,2,29.81,2713.03
FIN000794,452.695.478-72,Felipe Andrade,2024-05-25,BRL,7482.5,Transferência,Aprovada,Investimento,C6 Bank,1,145.33,7627.83
FIN000657,572.579.972-66,Beatriz Lopes,2024-01-21,BRL,24075.73,Pagamento,Pendente,Viagem,XP,12,453.86,24529.59
FIN000776,988.339.452-61,Vanessa Coelho,2024-05-09,BRL,13322.1,Depósito,Recusada,Alimentação,Banco do Brasil,2,206.85,13528.95
FIN000893,474.693.482-77,Henrique Pinto,2024-08-24,BRL,65634.9,PIX,Aprovada,Moradia,BTG,1,134.07,65768.97
FIN000097,114.889.487-26,Leticia Moura,2022-08-27,BRL,13633.21,Pagamento,Recusada,Moradia,C6 Bank,1,342.64,13975.85
FIN000342,713.244.431-99,Juliana Queiroz,2023-04-08,BRL,13126.98,PIX,Pendente,Alimentação,BTG,12,389.24,15900.37
FIN000122,247.337.947-74,Amanda Vieira,,BRL,16544.87,Pagamento,Recusada,Vestuário,Inter,1,210.99,16755.86
FIN000157,590.682.693-85,Rafael Macedo,2022-10-21,BRL,23425.31,Depósito,Aprovada,Alimentação,C6 Bank,6,674.74,24100.05
FIN000797,949.397.371-20,Isabela Nunes,2024-05-28,BRL,16544.7,Pagamento,Pendente,Investimento,BTG,6,461.89,17006.59
FIN000686,614.450.934-32,Beatriz Lopes,2024-02-17,BRL,9743.96,Pagamento,Pendente,Tecnologia,Inter,1,267.89,10011.85
FIN000722,336.969.821-78,Andre Monteiro,2024-03-20,BRL,10619.84,PIX,Aprovada,Tecnologia,C6 Bank,24,116.68,10736.52
FIN000634,229.282.715-75,Henrique Pinto,2023-12-31,BRL,82699.974,Pagamento,Aprovada,Alimentação,XP,12,82.46,82782.43400000001
FIN000471,260.219.634-86,Rodrigo Farias,2023-08-04,BRL,11964.15,Pagamento,Recusada,Vestuário,Banco do Brasil,24,127.81,12091.96
FIN000558,120.279.750-76,Juliana Queiroz,2023-10-23,BRL,24878.47,Depósito,Recusada,Investimento,BTG,3,608.17,25486.64
FIN000294,705.110.141-29,Marcelo Teixeira,2023-02-23,BRL,13126.98,PIX,Aprovada,Moradia,C6 Bank,1,64.2,13191.18
FIN000960,405.452.987-25,Henrique Pinto,2024-10-24,BRL,23607.27,Pagamento,Pendente,Investimento,Inter,3,613.69,24220.96
FIN000165,258.501.334-38,Henrique Pinto,2022-10-28,BRL,5589.02,Depósito,Recusada,Vestuário,XP,1,48.7,5637.72
FIN000792,888.363.891-49,Guilherme Mota,2024-05-23,BRL,4866.74,Depósito,Pendente,Vestuário,BTG,6,61.39,4928.13
FIN000283,659.285.567-22,Rodrigo Farias,2023-02-13,BRL,13248.13,Saque,Recusada,Investimento,XP,3,215.15,13463.28
FIN000365,651.455.473-70,Natalia Correia,2023-04-29,BRL,5611.8,Depósito,Recusada,Investimento,XP,24,60.79,5672.59
FIN000311,724.590.619-63,Henrique Pinto,2023-03-11,BRL,24106.31,Pagamento,Aprovada,Moradia,Banco do Brasil,6,612.01,24718.32
FIN000511,783.898.142-61,Marcelo Teixeira,2023-09-10,BRL,3178.69,Pagamento,Recusada,Viagem,BTG,1,16.94,3195.63
FIN000180,658.460.510-14,Rafael Macedo,2022-11-11,BRL,10998.71,PIX,Aprovada,Alimentação,Inter,1,307.3,11306.01
FIN000070,118.793.731-66,Diego Peixoto,2022-08-03,BRL,17976.73,Pagamento,Recusada,Tecnologia,C6 Bank,24,528.29,18505.02
FIN000993,599.645.458-21,Beatriz Lopes,2024-11-23,BRL,18051.78,Depósito,Recusada,Investimento,Inter,3,303.09,18354.87
FIN000953,402.286.615-65,Vanessa Coelho,2024-10-18,BRL,19642.3,PIX,Recusada,Alimentação,Inter,24,299.32,19941.62
FIN000728,867.998.886-42,Amanda Vieira,2024-03-26,BRL,7784.8,Saque,Aprovada,Viagem,Inter,2,79.55,7864.35
FIN000504,219.870.774-27,Natalia Correia,2023-09-03,BRL,6634.34,PIX,Recusada,Investimento,XP,3,65.33,6699.67
FIN000059,753.321.787-35,Thiago Cavalcanti,2022-07-24,BRL,21291.03,Saque,Aprovada,Moradia,Inter,2,356.71,21647.74
FIN000939,780.404.356-94,Amanda Vieira,2024-10-05,BRL,13413.72,Saque,Pendente,Moradia,Inter,24,382.7,13796.42
FIN000364,803.548.952-31,Juliana Queiroz,,BRL,4030.74,Depósito,Aprovada,Vestuário,C6 Bank,12,65.71,4096.45
FIN000896,297.580.840-15,Juliana Queiroz,2024-08-26,BRL,20469.21,Saque,Recusada,Viagem,XP,12,397.34,20866.55
FIN000266,693.106.153-64,Leticia Moura,2023-01-29,BRL,1322.16,Saque,Aprovada,Vestuário,BTG,3,32.83,1354.99
FIN000814,552.724.566-25,Beatriz Lopes,2024-06-13,BRL,20092.55,PIX,Aprovada,Vestuário,XP,3,270.91,20363.46
FIN000846,813.350.599-69,Beatriz Lopes,2024-07-12,BRL,65634.9,Depósito,Pendente,Investimento,BTG,6,19.58,65654.48
FIN000381,883.660.195-16,Guilherme Mota,2023-05-14,BRL,82699.974,Saque,Aprovada,Alimentação,Banco do Brasil,2,40.42,82740.394
FIN000605,729.426.677-87,Natalia,2023-12-05,BRL,20049.73,Depósito,Recusada,Alimentação,C6 Bank,6,323.18,20372.91
FIN000725,305.751.331-65,Andre Monteiro,2024-03-23,BRL,15209.84,Pagamento,Pendente,Tecnologia,Inter,3,151.71,15361.55
FIN000811,561.633.794-76,Priscila Gomes,2024-06-10,BRL,20209.17,Depósito,Aprovada,Investimento,BTG,12,105.31,20314.48
FIN000521,292.463.951-35,Natalia Correia,2023-09-19,BRL,18093.21,Depósito,Pendente,Moradia,Banco do Brasil,24,318.68,18411.89
FIN000148,478.739.906-60,Natalia Correia,2022-10-13,BRL,15787.62,Depósito,Pendente,Tecnologia,XP,2,451.89,16239.51
FIN000252,376.644.188-83,Amanda Vieira,2023-01-16,BRL,10589.67,Depósito,Aprovada,Vestuário,XP,2,197.32,10786.99
FIN000687,973.272.804-86,Marcelo Teixeira,2024-02-17,BRL,82699.974,Depósito,Pendente,Tecnologia,BTG,12,479.5,83179.474
FIN000923,432.121.500-80,Felipe Andrade,2024-09-20,BRL,82699.974,Pagamento,Aprovada,Alimentação,Inter,12,131.58,82831.554
FIN000213,380.783.339-23,Marcelo Teixeira,2022-12-11,BRL,16999.82,Depósito,Pendente,Investimento,BTG,2,474.27,17474.09
FIN000441,427.553.685-76,Rafael Macedo,2023-07-08,BRL,6531.64,Depósito,Aprovada,Alimentação,Inter,3,61.1,6592.74
FIN000933,808.342.980-99,Camila Rocha,2024-09-29,BRL,21481.43,Pagamento,Aprovada,Moradia,Inter,2,568.12,22049.55
FIN000331,575.247.212-39,Henrique Pinto,2023-03-29,BRL,13051.97,Depósito,Recusada,Viagem,C6 Bank,6,230.29,13282.26
FIN000827,984.273.919-45,Felipe Andrade,,BRL,10571.75,Transferência,Pendente,Moradia,XP,24,189.94,10761.69
FIN000277,464.777.623-45,Thiago Cavalcanti,,BRL,1416.42,Pagamento,Pendente,Viagem,C6 Bank,3,12.4,1428.82
FIN000847,471.419.986-46,Rafael Macedo,2024-07-13,BRL,24823.5,Saque,Pendente,Investimento,BTG,3,378.7,25202.2
FIN000833,152.632.177-84,Juliana Queiroz,2024-06-30,BRL,15942.41,Depósito,Aprovada,Vestuário,XP,24,228.96,16171.37
FIN000708,134.919.549-67,Henrique Pinto,2024-03-08,BRL,6392.54,Saque,Recusada,Vestuário,Banco do Brasil,2,116.54,6509.08
FIN000449,610.922.287-81,Carolina Azevedo,2023-07-15,BRL,3379.81,Depósito,Aprovada,Tecnologia,XP,2,60.79,3440.6
FIN000386,846.131.299-74,Rafael Macedo,2023-05-18,BRL,14908.27,Depósito,Aprovada,Tecnologia,XP,24,363.63,15271.9
FIN000747,684.159.381-37,Marcelo Teixeira,2024-04-12,BRL,82699.974,Depósito,Aprovada,Investimento,XP,2,57.64,82757.614
FIN000525,264.677.738-27,Felipe Andrade,2023-09-22,BRL,14035.7,Pagamento,Recusada,Vestuário,Banco do Brasil,3,229.26331653225807,14438.43
FIN000304,648.485.504-59,Vanessa Coelho,2023-03-04,BRL,21602.11,Depósito,Aprovada,Alimentação,Inter,6,278.82,21880.93
FIN000488,990.722.557-93,Juliana Queiroz,,BRL,18673.87,Depósito,Recusada,Tecnologia,XP,3,431.46,19105.33
FIN000841,360.274.879-63,Felipe Andrade,2024-07-07,BRL,13460.1,Saque,Aprovada,Vestuário,Banco do Brasil,3,370.62,13830.72
FIN000020,Não informado,Carolina Azevedo,2022-06-18,BRL,20342.04,Depósito,Aprovada,Moradia,C6 Bank,12,423.21,20765.25
FIN000325,601.790.900-42,Guilherme Mota,2023-03-24,BRL,65634.9,Depósito,Aprovada,Vestuário,Banco do Brasil,2,590.52,66225.42
FIN000261,220.979.223-84,Carolina Azevedo,2023-01-24,BRL,65634.9,PIX,Pendente,Tecnologia,C6 Bank,6,108.94,65743.84
FIN000948,212.383.972-46,Leonardo Braga,2024-10-13,BRL,11620.47,Saque,Pendente,Moradia,Banco do Brasil,1,141.13,11761.6
FIN000410,767.299.706-96,Rafael Macedo,,BRL,72198.39,Depósito,Pendente,Alimentação,XP,6,288.28,72486.67
FIN000401,223.681.938-54,Felipe Andrade,2023-06-01,BRL,24849.31,Depósito,Recusada,Alimentação,C6 Bank,6,169.29,25018.6
FIN000415,392.606.967-43,Marcelo Teixeira,2023-06-14,BRL,9943.17,Depósito,Aprovada,Investimento,XP,6,170.53,10113.7
FIN000055,284.580.300-75,Priscila Gomes,2022-07-20,BRL,23482.48,PIX,Aprovada,Vestuário,XP,3,450.06,23932.54
FIN000944,828.796.336-99,Leonardo Braga,2024-10-09,BRL,4429.18,Depósito,Pendente,Investimento,Banco do Brasil,24,116.4,4545.58
FIN000151,625.145.635-50,Diego Peixoto,,BRL,3612.96,Depósito,Aprovada,Moradia,XP,2,22.28,3635.24
FIN000779,239.420.852-44,Natalia Correia,2024-05-12,BRL,20314.54,Pagamento,Recusada,Investimento,Inter,24,529.94,20844.48
FIN000932,577.241.463-77,Vanessa Coelho,2024-09-28,BRL,14530.36,Depósito,Pendente,Moradia,XP,12,195.71,14726.07
FIN000760,781.270.800-79,Henrique Pinto,2024-04-24,BRL,14030.73,PIX,Recusada,Tecnologia,C6 Bank,24,272.71,14303.44
FIN000746,755.851.179-23,Beatriz Lopes,2024-04-11,BRL,2571.35,Depósito,Pendente,Vestuário,,6,33.09,2604.44
FIN000107,185.565.692-85,Guilherme Mota,2022-09-05,BRL,10402.79,PIX,Aprovada,Vestuário,C6 Bank,3,85.6,10488.39
FIN000768,291.604.854-35,Camila Rocha,2024-05-01,BRL,2857.5,Depósito,Recusada,Vestuário,XP,2,27.35,2884.85
FIN000025,357.922.675-60,Leticia Moura,2022-06-22,BRL,20709.66,PIX,,Tecnologia,Banco do Brasil,6,202.65,20912.31
FIN000974,431.807.704-51,Felipe Andrade,2024-11-06,BRL,22130.57,Pagamento,Pendente,Vestuário,,1,133.53,22264.1
FIN000534,679.692.672-12,Henrique Pinto,2023-10-01,BRL,15630.77,PIX,Recusada,Viagem,XP,3,275.81,15906.58
FIN000864,440.381.997-43,Natalia Correia,2024-07-28,BRL,8079.0,Saque,Pendente,Moradia,C6 Bank,24,105.88,8184.88
FIN000083,999.712.153-19,Andre Monteiro,2022-08-14,BRL,13126.98,Pagamento,Pendente,Tecnologia,Inter,3,358.51,18382.93
FIN000895,985.814.583-45,Vanessa Coelho,2024-08-26,BRL,2437.1,Saque,Pendente,Investimento,BTG,2,43.77,2480.87
FIN000915,169.107.470-43,Juliana Queiroz,2024-09-13,BRL,13126.98,Pagamento,Pendente,Moradia,XP,24,61.1,13188.08
FIN000614,999.261.460-37,Diego Peixoto,2023-12-13,BRL,9093.17,PIX,Pendente,Vestuário,BTG,12,110.78,9203.95
FIN000380,702.803.387-92,Beatriz Lopes,2023-05-13,BRL,72198.39,Depósito,Pendente,Tecnologia,C6 Bank,3,144.56,72342.95
FIN000077,999.238.169-92,Juliana Queiroz,2022-08-09,BRL,20672.64,Depósito,Aprovada,Tecnologia,,6,293.63,20966.27
FIN000389,145.785.350-21,Camila Rocha Rocha,2023-05-21,BRL,19430.37,Pagamento,Aprovada,Viagem,BTG,3,340.89,19771.26
FIN000407,649.475.871-48,Carolina Azevedo,2023-06-07,BRL,3704.52,Pagamento,Pendente,Viagem,C6 Bank,12,18.91,3723.43
FIN000292,813.217.963-77,Andre Monteiro,2023-02-21,BRL,12626.92,Transferência,,Viagem,C6 Bank,3,368.61,12995.53
FIN000716,952.920.324-78,Andre Monteiro,2024-03-15,BRL,19773.47,Saque,Aprovada,Tecnologia,BTG,6,291.02,20064.49
FIN000625,853.410.696-67,Priscila Gomes,2023-12-23,BRL,15050.1,Saque,Recusada,Vestuário,Banco do Brasil,1,428.69,15478.79
FIN000886,299.531.935-56,Natalia Correia,2024-08-17,BRL,16062.5,Depósito,Pendente,Viagem,BTG,6,178.05,16240.55
FIN000247,253.403.289-13,Guilherme Mota,2023-01-11,BRL,2580.71,PIX,Aprovada,Moradia,BTG,24,14.61,2595.32
FIN000146,299.376.473-25,Priscila Gomes,,BRL,5832.44,Pagamento,Aprovada,Investimento,BTG,2,132.62,5965.06
FIN000129,517.575.593-42,Thiago Cavalcanti,2022-09-25,BRL,17598.95,Depósito,Pendente,Vestuário,XP,3,511.99,18110.94
FIN000904,360.474.600-12,Juliana Queiroz,2024-09-03,BRL,3043.16,Saque,Recusada,Viagem,Banco do Brasil,24,44.19,3087.35
FIN000623,861.497.710-62,Natalia Correia,2023-12-21,BRL,14128.64,Depósito,Aprovada,Tecnologia,BTG,3,212.1,14340.74
FIN000262,776.258.604-47,Amanda Vieira,2023-01-25,BRL,17522.83,Depósito,Pendente,Alimentação,C6 Bank,2,436.37,17959.2
FIN000487,563.965.306-62,Isabela Nunes,2023-08-19,BRL,21428.74,PIX,Aprovada,Viagem,C6 Bank,24,437.14,21865.88
FIN000966,866.348.159-96,Beatriz Lopes,2024-10-29,BRL,158.76,PIX,Pendente,Tecnologia,Banco do Brasil,12,0.94,159.7
FIN000091,707.204.849-71,Leticia Moura,2022-08-22,BRL,17291.2,Depósito,Recusada,Tecnologia,Banco do Brasil,6,357.7,17648.9
FIN000206,965.299.285-39,Diego Peixoto,2022-12-05,BRL,65634.9,Depósito,Aprovada,Viagem,C6 Bank,24,216.49,65851.39
FIN000493,499.661.360-96,Guilherme Mota,2023-08-24,BRL,3404.04,Depósito,Pendente,Tecnologia,Banco do Brasil,24,74.95,3478.99
FIN000171,Não informado,Marcelo Teixeira,2022-11-03,BRL,13126.98,Depósito,Aprovada,Viagem,Inter,24,44.93,13171.91
FIN000977,624.375.410-79,Rodrigo Farias,2024-11-08,BRL,13126.98,Pagamento,Pendente,Investimento,Inter,24,452.62,22214.55
FIN000931,253.310.614-91,Amanda Vieira,2024-09-27,BRL,15673.35,Saque,Pendente,Moradia,Banco do Brasil,24,148.32,15821.67
FIN000057,278.805.418-94,Thiago Cavalcanti,2022-07-22,BRL,10848.09,Depósito,Aprovada,Investimento,,3,77.75,10925.84
FIN000405,192.442.945-32,Isabela Nunes,2023-06-05,BRL,12967.77,Depósito,Recusada,Viagem,C6 Bank,1,162.14,13129.91
FIN000242,944.502.222-22,Carolina Azevedo,2023-01-07,BRL,16129.52,Saque,Recusada,Alimentação,Inter,2,369.86,16499.38
FIN000600,979.812.657-44,Natalia Correia,2023-11-30,BRL,20154.15,Depósito,Aprovada,Alimentação,C6 Bank,2,567.66,20721.81
FIN000098,736.649.378-81,Diego Peixoto,,BRL,8905.03,Pagamento,Aprovada,Vestuário,BTG,1,218.12,9123.15
FIN000117,185.490.288-78,Felipe Andrade,2022-09-15,BRL,15395.23,Depósito,Pendente,Investimento,Inter,24,106.09,15501.32
FIN000202,503.359.345-48,Diego Peixoto,2022-12-01,BRL,14242.62,PIX,Pendente,Investimento,C6 Bank,3,286.01,14528.63
FIN000943,287.733.834-70,Leticia Moura,2024-10-08,BRL,18696.67,PIX,Aprovada,Tecnologia,C6 Bank,1,187.67,18884.34
FIN000480,906.209.797-29,Priscila Gomes,2023-08-12,BRL,13783.42,PIX,Pendente,Moradia,C6 Bank,2,293.0,14076.42
FIN000324,910.123.805-46,Camila Rocha,2023-03-23,BRL,3434.76,Depósito,Aprovada,Moradia,C6 Bank,6,74.65,3509.41
FIN000194,224.715.114-30,Beatriz Lopes,2022-11-24,BRL,10937.48,Depósito,Recusada,Moradia,Inter,1,74.59,11012.07
FIN000961,190.399.525-68,Priscila Gomes,2024-10-25,BRL,7828.43,PIX,Pendente,Viagem,Banco do Brasil,1,47.9,7876.33
FIN000444,424.393.236-10,Andre Monteiro,,BRL,18690.26,Saque,Recusada,Moradia,BTG,6,337.21,19027.47
FIN000726,490.630.871-99,Diego Peixoto,2024-03-24,BRL,13288.11,Depósito,Recusada,Vestuário,C6 Bank,3,390.8,13678.91
FIN000862,595.843.257-27,Thiago Cavalcanti,2024-07-26,BRL,24424.58,Transferência,Aprovada,Alimentação,BTG,2,413.22,24837.8
FIN000455,644.907.942-84,Felipe Andrade,2023-07-20,BRL,7815.55,Pagamento,Aprovada,Moradia,XP,12,177.21,7992.76
FIN000529,141.921.440-49,Henrique Pinto,2023-09-26,BRL,4674.17,Pagamento,Pendente,Moradia,Inter,6,140.22,4814.39
FIN000852,Não informado,Leonardo Braga,2024-07-17,BRL,14297.7,Depósito,Pendente,Moradia,Inter,2,272.84,14570.54
FIN000551,398.225.771-16,Amanda Vieira,2023-10-16,BRL,6012.57,Pagamento,Recusada,Vestuário,XP,6,136.88,6149.45
FIN000865,792.325.998-11,Guilherme Mota,2024-07-29,BRL,20051.88,Saque,Pendente,Viagem,BTG,12,481.56,20533.44
FIN000069,953.629.886-78,Leticia Moura,2022-08-02,BRL,7633.13,Depósito,Pendente,Vestuário,Inter,12,86.23,7719.36
FIN000425,547.362.985-55,Beatriz Lopes,2023-06-23,BRL,15027.04,Depósito,Recusada,Tecnologia,,2,201.24,15228.28
FIN000297,238.808.772-58,Rodrigo Farias,2023-02-26,BRL,11536.99,Depósito,Pendente,Moradia,Inter,6,93.95,11630.94
FIN000738,476.846.360-85,Andre Monteiro Monteiro,,BRL,9506.9,Depósito,Recusada,Viagem,Banco do Brasil,3,223.27,9730.17
FIN000951,767.588.552-28,Thiago Cavalcanti,2024-10-16,BRL,5346.41,Depósito,Recusada,Viagem,Inter,6,90.55,5436.96
FIN000602,666.535.274-71,Diego Peixoto,2023-12-02,BRL,13126.98,Pagamento,Pendente,Tecnologia,Banco do Brasil,1,324.87,17080.12
FIN000871,126.197.996-95,Diego Peixoto Peixoto,2024-08-04,BRL,16577.97,Depósito,Aprovada,Vestuário,C6 Bank,12,417.52,16995.49
FIN000396,292.257.658-11,Thiago Cavalcanti,2023-05-27,BRL,18287.82,Pagamento,Recusada,Alimentação,XP,12,431.7,18719.52
FIN000427,947.918.971-78,Leticia Moura,,BRL,3223.21,Depósito,Pendente,Tecnologia,Banco do Brasil,3,25.06,3248.27
FIN000867,628.597.362-81,Camila Rocha,2024-07-31,BRL,3423.35,Depósito,Pendente,Investimento,Inter,24,59.08,3482.43
FIN000560,252.881.563-35,Isabela Nunes,2023-10-24,BRL,20340.51,Depósito,Pendente,Alimentação,Inter,24,229.26331653225807,20485.55
FIN000526,830.545.669-94,Guilherme,2023-09-23,BRL,19438.28,Depósito,Recusada,Viagem,XP,24,520.21,19958.49
FIN000942,511.758.916-69,Henrique Pinto,2024-10-07,BRL,13690.2,PIX,Recusada,Vestuário,XP,2,371.02,14061.22
FIN000015,279.481.467-56,Henrique Pinto,2022-06-13,BRL,13126.98,Depósito,Recusada,Vestuário,Inter,24,644.48,23871.74
FIN000253,513.759.196-52,Leonardo Braga,2023-01-17,BRL,24735.12,PIX,Pendente,Vestuário,Banco do Brasil,24,356.21,25091.33
FIN000239,423.603.634-39,Juliana Queiroz,2023-01-04,BRL,22941.76,Pagamento,Pendente,Investimento,XP,24,163.9,23105.66
FIN000286,998.894.900-68,Natalia Correia Correia,2023-02-16,BRL,19231.81,Pagamento,Pendente,Vestuário,XP,24,514.97,19746.78
FIN000555,263.380.780-67,Andre Monteiro,2023-10-20,BRL,17876.25,PIX,Recusada,Viagem,XP,6,289.72,18165.97
FIN000197,322.703.752-59,Priscila Gomes,2022-11-27,BRL,12765.67,Pagamento,Recusada,Viagem,Banco do Brasil,3,310.94,13076.61
FIN000346,345.112.142-44,Leticia Moura,2023-04-12,BRL,24657.96,Pagamento,Aprovada,Viagem,BTG,24,434.23,25092.19
FIN000546,157.799.141-48,Camila Rocha,,BRL,12721.06,Saque,Aprovada,Moradia,Banco do Brasil,12,358.02,13079.08
FIN000251,293.431.395-59,Rodrigo Farias,2023-01-15,BRL,8396.75,Depósito,Aprovada,Tecnologia,C6 Bank,12,172.52,8569.27
FIN000992,847.166.465-87,Felipe Andrade,2024-11-22,BRL,13126.98,Pagamento,Recusada,Alimentação,Inter,3,173.45,17371.16
FIN000646,713.868.486-44,Juliana Queiroz,2024-01-11,BRL,24835.92,Saque,Aprovada,Moradia,Banco do Brasil,2,503.05,25338.97
FIN000879,610.842.183-34,Marcelo Teixeira,2024-08-11,BRL,23764.03,PIX,Aprovada,Viagem,XP,24,274.43,24038.46
FIN000413,760.299.506-70,Henrique Pinto,2023-06-12,BRL,10530.08,Saque,Recusada,Alimentação,C6 Bank,1,297.15,10827.23
FIN000486,954.122.947-23,Henrique Pinto,2023-08-18,BRL,22844.17,Pagamento,Aprovada,Tecnologia,Banco do Brasil,12,638.34,23482.51
FIN000431,670.554.403-23,Natalia Correia,2023-06-28,BRL,13126.98,Pagamento,Aprovada,Tecnologia,XP,12,304.89,16902.91
FIN000838,784.969.978-28,Carolina Azevedo,2024-07-04,BRL,1959.1,Depósito,,Viagem,C6 Bank,3,10.6,1969.7
FIN000812,906.557.519-46,Leonardo,2024-06-11,BRL,15421.16,Depósito,Aprovada,Investimento,BTG,6,175.61,15596.77
FIN000291,911.721.940-80,Beatriz Lopes,2023-02-21,BRL,72198.39,Depósito,Pendente,Vestuário,BTG,12,541.44,72739.83
FIN000017,427.861.371-59,Beatriz Lopes,2022-06-15,BRL,24350.21,PIX,Pendente,Investimento,XP,6,136.07,24486.28
FIN000159,712.991.189-73,Rafael Macedo,,BRL,8006.5,Depósito,Pendente,Vestuário,C6 Bank,12,44.99,8051.49
FIN000244,667.296.773-90,Thiago Cavalcanti,2023-01-09,BRL,24123.35,Saque,Recusada,Viagem,Inter,24,454.83,24578.18
FIN000067,963.179.702-43,Rafael Macedo,2022-07-31,BRL,7361.97,Saque,Aprovada,Viagem,BTG,2,75.16,7437.13
FIN000983,Não informado,Leticia Moura,2024-11-14,BRL,20316.26,Depósito,Pendente,Tecnologia,BTG,24,300.68,20616.94
FIN000360,290.921.417-57,Amanda Vieira,,BRL,14786.77,Saque,Recusada,Vestuário,XP,6,126.76,14913.53
